name,clazz,w.w0,a.a0,e.c0.e0,e.c0.e1,e.c0.e2,e.c0.e3,e.c0.e4,e.c0.e5,e.c0.e6,e.c0.e7,e.c0.e8,e.c0.e9,gd.o0,gd.o1,gd.o2,gd.c0,gt.o0,gt.o1,gt.o2,gt.c0,tx.o0,tx.o1,tx.o2,tx.c0,info.n,info.target,info.targetType,info.allTypes,gd.o3,gd.o4,gt.o3,gt.o4,tx.o3,tx.o4,gd.o5,gd.o6,gt.o5,gt.o6,tx.o5,tx.o6
Random7,PastAsync,0,1603314049,1603314109,1603314170,1603314230,1603314290,1603314349,1603314410,1603314467,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,280678,280678,2157089,121655,128442,98339,389618,3,3,3,5,10,2,TIMER,TIMER:CONDITIONAL:CONDITIONAL:CONDITIONAL:TIMER:CONDITIONAL:EXPLICIT:TIMER:TIMER:EXPLICIT,280678,undefined,98339,undefined,3,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random7,PastAsyncCond,0,1603314787,1603314847,1603314908,1603314968,1603315028,1603315087,1603315148,1603315159,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,280678,280678,2012490,94320,93734,91390,407191,3,3,3,5,10,2,TIMER,TIMER:CONDITIONAL:CONDITIONAL:CONDITIONAL:TIMER:CONDITIONAL:EXPLICIT:TIMER:TIMER:EXPLICIT,280678,undefined,145398,undefined,3,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random7,PastSync,0,1603315521,1603315581,1603315615,1603315680,1603315760,1603315821,1603315879,1603315942,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,466709,466709,466709,2085018,88419,88419,88419,575925,2,2,2,5,10,2,TIMER,TIMER:CONDITIONAL:CONDITIONAL:CONDITIONAL:TIMER:CONDITIONAL:EXPLICIT:TIMER:TIMER:EXPLICIT,466709,undefined,88419,undefined,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random7,PastSyncCond,0,1603316258,1603316318,1603316378,1603316432,1603316466,1603316558,1603316593,1603316676,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,552095,552095,552095,1951070,88419,88419,88419,570765,2,2,2,5,10,2,TIMER,TIMER:CONDITIONAL:CONDITIONAL:CONDITIONAL:TIMER:CONDITIONAL:EXPLICIT:TIMER:TIMER:EXPLICIT,552095,undefined,88419,undefined,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random8,PresentSync,1,1603317012,1603317116,1603317116,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,276262,276262,276262,1995417,42830,42830,42830,549594,2,2,2,7,10,4,CONDITIONAL,CONDITIONAL:EXPLICIT:CONDITIONAL:CONDITIONAL:EXPLICIT:CONDITIONAL:TIMER:TIMER:EXPLICIT:EXPLICIT,276262,undefined,42830,undefined,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random8,PresentSyncCond,1,1603317735,1603317849,1603317849,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,408130,408130,408130,1970205,42830,42830,42830,560746,2,2,2,7,10,4,CONDITIONAL,CONDITIONAL:EXPLICIT:CONDITIONAL:CONDITIONAL:EXPLICIT:CONDITIONAL:TIMER:TIMER:EXPLICIT:EXPLICIT,408130,undefined,42830,undefined,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random8,PresentAsync,1,1603318468,1603318578,1603318578,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,280678,280678,2066537,128358,90364,90364,426856,3,3,3,7,10,4,CONDITIONAL,CONDITIONAL:EXPLICIT:CONDITIONAL:CONDITIONAL:EXPLICIT:CONDITIONAL:TIMER:TIMER:EXPLICIT:EXPLICIT,280678,undefined,90364,undefined,3,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random8,PresentAsyncCond,1,1603319204,1603319309,1603319309,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,280678,280678,2041197,91044,89726,125819,444348,3,3,3,7,10,4,CONDITIONAL,CONDITIONAL:EXPLICIT:CONDITIONAL:CONDITIONAL:EXPLICIT:CONDITIONAL:TIMER:TIMER:EXPLICIT:EXPLICIT,280678,undefined,87968,undefined,3,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random8,FutureAsyncCond,0,1603319949,1603319997,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,280678,280678,2054686,99392,22762,22762,457230,2,2,2,7,10,4,CONDITIONAL,CONDITIONAL:EXPLICIT:CONDITIONAL:CONDITIONAL:EXPLICIT:CONDITIONAL:TIMER:TIMER:EXPLICIT:EXPLICIT,280678,undefined,22762,undefined,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random8,FutureAsync,0,1603320698,1603320750,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,280678,280678,2141352,212644,110090,110391,365215,3,3,3,7,10,4,CONDITIONAL,CONDITIONAL:EXPLICIT:CONDITIONAL:CONDITIONAL:EXPLICIT:CONDITIONAL:TIMER:TIMER:EXPLICIT:EXPLICIT,280678,undefined,110692,undefined,3,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random8,PastAsync,0,1603321437,1603321498,1603321526,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,280678,280678,2157025,120895,95650,124535,407365,3,3,3,7,10,4,CONDITIONAL,CONDITIONAL:EXPLICIT:CONDITIONAL:CONDITIONAL:EXPLICIT:CONDITIONAL:TIMER:TIMER:EXPLICIT:EXPLICIT,280678,undefined,95064,undefined,3,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random8,PastAsyncCond,0,1603322173,1603322234,1603322290,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,280678,280678,2012426,94192,122656,93182,424937,3,3,3,7,10,4,CONDITIONAL,CONDITIONAL:EXPLICIT:CONDITIONAL:CONDITIONAL:EXPLICIT:CONDITIONAL:TIMER:TIMER:EXPLICIT:EXPLICIT,280678,undefined,115280,undefined,3,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random8,PastSync,0,1603322944,1603322955,1603323061,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,466709,466709,466709,2084954,88419,88419,88419,564104,2,2,2,7,10,4,CONDITIONAL,CONDITIONAL:EXPLICIT:CONDITIONAL:CONDITIONAL:EXPLICIT:CONDITIONAL:TIMER:TIMER:EXPLICIT:EXPLICIT,466709,undefined,88419,undefined,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random8,PastSyncCond,0,1603323705,1603323714,1603323806,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,552095,552095,552095,1951006,88419,88419,88419,582804,2,2,2,7,10,4,CONDITIONAL,CONDITIONAL:EXPLICIT:CONDITIONAL:CONDITIONAL:EXPLICIT:CONDITIONAL:TIMER:TIMER:EXPLICIT:EXPLICIT,552095,undefined,88419,undefined,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random9,PresentSync,6,1603324485,1603324545,1603324605,1603324665,1603324903,1603324785,1603324903,1603324903,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,276262,276262,276262,1995417,42830,42830,42830,531241,2,2,2,5,10,8,TIMER,TIMER:TIMER:TIMER:CONDITIONAL:TIMER:CONDITIONAL:EXPLICIT:CONDITIONAL:EXPLICIT:CONDITIONAL,276262,undefined,42830,undefined,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random9,PresentSyncCond,6,1603325226,1603325286,1603325346,1603325406,1603325645,1603325526,1603325645,1603325645,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,408130,408130,408130,1970205,42830,42830,42830,542393,2,2,2,5,10,8,TIMER,TIMER:TIMER:TIMER:CONDITIONAL:TIMER:CONDITIONAL:EXPLICIT:CONDITIONAL:EXPLICIT:CONDITIONAL,408130,undefined,42830,undefined,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random9,PresentAsync,6,1603325961,1603326021,1603326081,1603326141,1603326357,1603326261,1603326357,1603326357,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,280678,280678,2066473,97670,110693,98568,411952,3,3,3,5,10,8,TIMER,TIMER:TIMER:TIMER:CONDITIONAL:TIMER:CONDITIONAL:EXPLICIT:CONDITIONAL:EXPLICIT:CONDITIONAL,280678,undefined,112845,undefined,3,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random9,PresentAsyncCond,6,1603326718,1603326778,1603326838,1603326898,1603327132,1603327018,1603327132,1603327132,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,280678,280678,2041133,109469,94102,95000,429458,3,3,3,5,10,8,TIMER,TIMER:TIMER:TIMER:CONDITIONAL:TIMER:CONDITIONAL:EXPLICIT:CONDITIONAL:EXPLICIT:CONDITIONAL,280678,undefined,109280,undefined,3,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random9,FutureAsyncCond,0,1603327450,1603327510,1603327570,1603327630,1603327670,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,280678,280678,2054622,110651,22762,22762,427360,2,2,2,5,10,8,TIMER,TIMER:TIMER:TIMER:CONDITIONAL:TIMER:CONDITIONAL:EXPLICIT:CONDITIONAL:EXPLICIT:CONDITIONAL,280678,undefined,22762,undefined,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random9,FutureAsync,0,1603328187,1603328247,1603328307,1603328367,1603328407,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,280678,280678,2141224,212823,144693,121646,336464,3,3,3,5,10,8,TIMER,TIMER:TIMER:TIMER:CONDITIONAL:TIMER:CONDITIONAL:EXPLICIT:CONDITIONAL:EXPLICIT:CONDITIONAL,280678,undefined,123420,undefined,3,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random9,PastAsync,0,1603328931,1603328991,1603329051,1603329111,1603329169,1603329231,1603329289,1603329333,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,280678,280678,2156961,102441,133130,98580,392505,3,3,3,5,10,8,TIMER,TIMER:TIMER:TIMER:CONDITIONAL:TIMER:CONDITIONAL:EXPLICIT:CONDITIONAL:EXPLICIT:CONDITIONAL,280678,undefined,120724,undefined,3,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random9,PastAsyncCond,0,1603329660,1603329720,1603329780,1603329840,1603329899,1603329960,1603330019,1603330072,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,280678,280678,2012362,97250,96078,128562,410091,3,3,3,5,10,8,TIMER,TIMER:TIMER:TIMER:CONDITIONAL:TIMER:CONDITIONAL:EXPLICIT:CONDITIONAL:EXPLICIT:CONDITIONAL,280678,undefined,120014,undefined,3,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random9,PastSync,0,1603330398,1603330458,1603330518,1603330578,1603330630,1603330698,1603330755,1603330815,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,466709,466709,466709,2084890,88419,88419,88419,556816,2,2,2,5,10,8,TIMER,TIMER:TIMER:TIMER:CONDITIONAL:TIMER:CONDITIONAL:EXPLICIT:CONDITIONAL:EXPLICIT:CONDITIONAL,466709,undefined,88419,undefined,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random9,PastSyncCond,0,1603331125,1603331185,1603331245,1603331305,1603331366,1603331425,1603331475,1603331520,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,552095,552095,552095,1950878,88419,88419,88419,567566,2,2,2,5,10,8,TIMER,TIMER:TIMER:TIMER:CONDITIONAL:TIMER:CONDITIONAL:EXPLICIT:CONDITIONAL:EXPLICIT:CONDITIONAL,552095,undefined,88419,undefined,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random10,PresentSync,7,1603331869,1603332345,1603332345,1603332345,1603332345,1603332345,1603332345,1603332345,1603332345,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,276262,276262,276262,2134577,42830,42830,42830,538784,2,2,2,5,10,8,CONDITIONAL,CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:EXPLICIT:EXPLICIT:TIMER,276262,276262,42830,42830,2,2,276262,276262,42830,42830,2,2
Random10,PresentSyncCond,7,1603332599,1603333071,1603333071,1603333071,1603333071,1603333071,1603333071,1603333071,1603333071,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,408130,408130,408130,2109365,42830,42830,42830,558300,2,2,2,5,10,8,CONDITIONAL,CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:EXPLICIT:EXPLICIT:TIMER,408130,408130,42830,42830,2,2,408130,408130,42830,42830,2,2
Random10,PresentAsync,7,1603333338,1603333816,1603333816,1603333816,1603333816,1603333816,1603333816,1603333816,1603333816,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,280678,280678,2205633,91682,95326,91224,356029,3,3,3,5,10,8,CONDITIONAL,CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:EXPLICIT:EXPLICIT:TIMER,280678,280678,110775,92982,3,3,280678,280678,110693,92982,3,3
Random10,PresentAsyncCond,7,1603334100,1603334576,1603334576,1603334576,1603334576,1603334576,1603334576,1603334576,1603334576,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,280678,280678,2180357,108254,89414,106539,378984,3,3,3,5,10,8,CONDITIONAL,CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:EXPLICIT:EXPLICIT:TIMER,280678,280678,89414,89414,3,3,280678,280678,89414,89414,3,3
Random10,FutureAsyncCond,0,1603334835,1603334885,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,280678,280678,2193846,94384,22762,22762,426720,2,2,2,5,10,8,CONDITIONAL,CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:EXPLICIT:EXPLICIT:TIMER,280678,280678,22762,22762,2,2,280678,280678,22762,22762,2,2
Random10,FutureAsync,0,1603335601,1603335632,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,280678,280678,2280512,177506,129255,105036,282515,3,3,3,5,10,8,CONDITIONAL,CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:EXPLICIT:EXPLICIT:TIMER,280678,280678,104434,104735,3,3,280678,280678,105638,105337,3,3
Random10,PastAsync,0,1603336347,1603336408,1603336468,1603336528,1603336588,1603336648,1603336708,1603336768,1603336828,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,280678,280678,2296121,97625,101855,97167,340864,3,3,3,5,10,8,CONDITIONAL,CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:EXPLICIT:EXPLICIT:TIMER,280678,280678,100097,97167,3,3,280678,280678,97167,151758,3,3
Random10,PastAsyncCond,0,1603337104,1603337165,1603337225,1603337285,1603337345,1603337405,1603337465,1603337525,1603337582,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,280678,280678,2151586,94192,114120,90218,363926,3,3,3,5,10,8,CONDITIONAL,CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:EXPLICIT:EXPLICIT:TIMER,280678,280678,90218,90218,3,3,280678,280678,90218,122082,3,3
Random10,PastSync,0,1603337833,1603337894,1603337920,1603338012,1603338070,1603338126,1603338190,1603338220,1603338309,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,466709,466709,466709,2224114,88419,88419,88419,604845,2,2,2,5,10,8,CONDITIONAL,CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:EXPLICIT:EXPLICIT:TIMER,466709,466709,88419,88419,2,2,466709,466709,88419,88419,2,2
Random10,PastSyncCond,0,1603338580,1603338639,1603338695,1603338720,1603338795,1603338856,1603338919,1603338980,1603339057,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,552095,552095,552095,2090166,88419,88419,88419,595815,2,2,2,5,10,8,CONDITIONAL,CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:CONDITIONAL:EXPLICIT:EXPLICIT:TIMER,552095,552095,88419,88419,2,2,552095,552095,88419,88419,2,2
Random11,PresentSync,2,1603339306,1603339366,1603339426,1603339481,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,276262,undefined,undefined,1856193,42830,undefined,undefined,560959,2,undefined,undefined,9,10,9,TIMER,TIMER:TIMER:EXPLICIT:EXPLICIT:CONDITIONAL:EXPLICIT:EXPLICIT:TIMER:EXPLICIT:EXPLICIT,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random11,PresentSyncCond,2,1603340050,1603340110,1603340170,1603340229,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,408130,undefined,undefined,1830981,42830,undefined,undefined,563747,2,undefined,undefined,9,10,9,TIMER,TIMER:TIMER:EXPLICIT:EXPLICIT:CONDITIONAL:EXPLICIT:EXPLICIT:TIMER:EXPLICIT:EXPLICIT,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random11,PresentAsync,2,1603340805,1603340865,1603340925,1603340959,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,undefined,undefined,1927249,128212,undefined,undefined,534793,3,undefined,undefined,9,10,9,TIMER,TIMER:TIMER:EXPLICIT:EXPLICIT:CONDITIONAL:EXPLICIT:EXPLICIT:TIMER:EXPLICIT:EXPLICIT,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random11,PresentAsyncCond,2,1603341556,1603341616,1603341676,1603341738,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,undefined,undefined,1901909,125819,undefined,undefined,539166,3,undefined,undefined,9,10,9,TIMER,TIMER:TIMER:EXPLICIT:EXPLICIT:CONDITIONAL:EXPLICIT:EXPLICIT:TIMER:EXPLICIT:EXPLICIT,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random11,FutureAsyncCond,0,1603342322,1603342382,1603342442,1603342503,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,undefined,undefined,1915398,22762,undefined,undefined,577381,2,undefined,undefined,9,10,9,TIMER,TIMER:TIMER:EXPLICIT:EXPLICIT:CONDITIONAL:EXPLICIT:EXPLICIT:TIMER:EXPLICIT:EXPLICIT,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
