name,clazz,w.w0,a.a0,e.c0.e0,e.c0.e1,e.c0.e2,e.c0.e3,e.c0.e4,gd.o0,gd.c0,gt.o0,gt.c0,tx.o0,tx.c0,info.n,info.target,info.targetType,info.allTypes,gd.o1,gt.o1,tx.o1,gd.o2,gt.o2,tx.o2,gd.o3,gt.o3,tx.o3
Random7,PresentSync,3,1603119336,1603119396,1603119569,1603119569,1603119569,115792089237316195423570985008687907853269984665640564039457584007913129639935,276262,1660339,42830,326174,2,5,5,2,TIMER,TIMER:CONDITIONAL:CONDITIONAL:EXPLICIT:EXPLICIT,276262,42830,2,undefined,undefined,undefined,undefined,undefined,undefined
Random7,PresentSyncCond,3,1603119779,1603119839,1603120005,1603120005,1603120005,115792089237316195423570985008687907853269984665640564039457584007913129639935,408130,1635255,42830,331750,2,5,5,2,TIMER,TIMER:CONDITIONAL:CONDITIONAL:EXPLICIT:EXPLICIT,408130,42830,2,undefined,undefined,undefined,undefined,undefined,undefined
Random7,PresentAsync,3,1603120220,1603120280,1603120446,1603120446,1603120446,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1731523,104247,268658,3,5,5,2,TIMER,TIMER:CONDITIONAL:CONDITIONAL:EXPLICIT:EXPLICIT,280678,107845,3,undefined,undefined,undefined,undefined,undefined,undefined
Random7,PresentAsyncCond,3,1603120655,1603120715,1603120888,1603120888,1603120888,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1706183,90586,277410,3,5,5,2,TIMER,TIMER:CONDITIONAL:CONDITIONAL:EXPLICIT:EXPLICIT,280678,117303,3,undefined,undefined,undefined,undefined,undefined,undefined
Random7,FutureAsyncCond,0,1603121105,1603121165,1603121227,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1719672,70304,267587,2,5,5,2,TIMER,TIMER:CONDITIONAL:CONDITIONAL:EXPLICIT:EXPLICIT,280678,22762,2,undefined,undefined,undefined,undefined,undefined,undefined
Random7,FutureAsync,0,1603121539,1603121599,1603121660,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1806338,140107,218822,3,5,5,2,TIMER,TIMER:CONDITIONAL:CONDITIONAL:EXPLICIT:EXPLICIT,280678,104852,3,undefined,undefined,undefined,undefined,undefined,undefined
Random7,PastAsync,0,1603121982,1603122042,1603122103,1603122163,1603122222,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1822011,133898,246374,3,5,5,2,TIMER,TIMER:CONDITIONAL:CONDITIONAL:EXPLICIT:EXPLICIT,280678,97753,3,undefined,undefined,undefined,undefined,undefined,undefined
Random7,PastAsyncCond,0,1603122441,1603122501,1603122562,1603122622,1603122654,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1677412,92562,255165,3,5,5,2,TIMER,TIMER:CONDITIONAL:CONDITIONAL:EXPLICIT:EXPLICIT,280678,127538,3,undefined,undefined,undefined,undefined,undefined,undefined
Random7,PastSync,0,1603122889,1603122949,1603122990,1603123035,1603123129,115792089237316195423570985008687907853269984665640564039457584007913129639935,466709,1750004,88419,348350,2,5,5,2,TIMER,TIMER:CONDITIONAL:CONDITIONAL:EXPLICIT:EXPLICIT,466709,88419,2,undefined,undefined,undefined,undefined,undefined,undefined
Random7,PastSyncCond,0,1603123340,1603123400,1603123439,1603123520,1603123580,115792089237316195423570985008687907853269984665640564039457584007913129639935,552095,1615992,88419,345778,2,5,5,2,TIMER,TIMER:CONDITIONAL:CONDITIONAL:EXPLICIT:EXPLICIT,552095,88419,2,undefined,undefined,undefined,undefined,undefined,undefined
Random8,PresentSync,0,1603123776,1603123837,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,276262,1614059,42830,332689,2,6,5,1,EXPLICIT,EXPLICIT:EXPLICIT:CONDITIONAL:TIMER:EXPLICIT,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random8,PresentSyncCond,0,1603124221,1603124276,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,408130,1588847,42830,335477,2,6,5,1,EXPLICIT,EXPLICIT:EXPLICIT:CONDITIONAL:TIMER:EXPLICIT,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random8,PresentAsync,0,1603124647,1603124705,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1685115,119422,306988,3,6,5,1,EXPLICIT,EXPLICIT:EXPLICIT:CONDITIONAL:TIMER:EXPLICIT,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random8,PresentAsyncCond,0,1603125091,1603125134,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1659775,117029,311360,3,6,5,1,EXPLICIT,EXPLICIT:EXPLICIT:CONDITIONAL:TIMER:EXPLICIT,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random8,FutureAsyncCond,0,1603125517,1603125572,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1673264,22762,337852,2,6,5,1,EXPLICIT,EXPLICIT:EXPLICIT:CONDITIONAL:TIMER:EXPLICIT,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random8,FutureAsync,0,1603125961,1603125973,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1759930,104783,307182,3,6,5,1,EXPLICIT,EXPLICIT:EXPLICIT:CONDITIONAL:TIMER:EXPLICIT,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random8,PastAsync,0,1603126428,1603126476,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1775603,131128,283266,3,6,5,1,EXPLICIT,EXPLICIT:EXPLICIT:CONDITIONAL:TIMER:EXPLICIT,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random8,PastAsyncCond,0,1603126870,1603126918,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1631004,129249,287659,3,6,5,1,EXPLICIT,EXPLICIT:EXPLICIT:CONDITIONAL:TIMER:EXPLICIT,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random8,PastSync,0,1603127318,1603127372,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,466709,1703596,88419,338027,2,6,5,1,EXPLICIT,EXPLICIT:EXPLICIT:CONDITIONAL:TIMER:EXPLICIT,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random8,PastSyncCond,0,1603127765,1603127791,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,552095,1569584,88419,344691,2,6,5,1,EXPLICIT,EXPLICIT:EXPLICIT:CONDITIONAL:TIMER:EXPLICIT,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random9,PresentSync,0,1603128193,1603128244,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,276262,1614123,42830,313304,2,4,5,2,EXPLICIT,EXPLICIT:CONDITIONAL:TIMER:TIMER:TIMER,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random9,PresentSyncCond,0,1603128664,1603128717,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,408130,1588911,42830,316092,2,4,5,2,EXPLICIT,EXPLICIT:CONDITIONAL:TIMER:TIMER:TIMER,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random9,PresentAsync,0,1603129160,1603129213,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1685179,119422,286349,3,4,5,2,EXPLICIT,EXPLICIT:CONDITIONAL:TIMER:TIMER:TIMER,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random9,PresentAsyncCond,0,1603129596,1603129621,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1659839,117029,290721,3,4,5,2,EXPLICIT,EXPLICIT:CONDITIONAL:TIMER:TIMER:TIMER,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random9,FutureAsyncCond,0,1603130035,1603130075,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1673264,22762,318391,2,4,5,2,EXPLICIT,EXPLICIT:CONDITIONAL:TIMER:TIMER:TIMER,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random9,FutureAsync,0,1603130484,1603130532,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1759994,115213,286503,3,4,5,2,EXPLICIT,EXPLICIT:CONDITIONAL:TIMER:TIMER:TIMER,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random9,PastAsync,0,1603130910,1603130969,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1775667,132392,262663,3,4,5,2,EXPLICIT,EXPLICIT:CONDITIONAL:TIMER:TIMER:TIMER,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random9,PastAsyncCond,0,1603131375,1603131432,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1631068,130513,267056,3,4,5,2,EXPLICIT,EXPLICIT:CONDITIONAL:TIMER:TIMER:TIMER,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random9,PastSync,0,1603131813,1603131873,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,466709,1703596,88419,319906,2,4,5,2,EXPLICIT,EXPLICIT:CONDITIONAL:TIMER:TIMER:TIMER,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random9,PastSyncCond,0,1603132245,1603132294,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,552095,1569648,88419,326570,2,4,5,2,EXPLICIT,EXPLICIT:CONDITIONAL:TIMER:TIMER:TIMER,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random10,PresentSync,3,1603132671,1603132731,1603132791,1603133025,1603133025,1603132971,276262,1660531,42830,302197,2,3,5,3,TIMER,TIMER:TIMER:CONDITIONAL:CONDITIONAL:TIMER,276262,42830,2,undefined,undefined,undefined,undefined,undefined,undefined
Random10,PresentSyncCond,3,1603133119,1603133179,1603133239,1603133481,1603133481,1603133419,408130,1635319,42830,307773,2,3,5,3,TIMER,TIMER:TIMER:CONDITIONAL:CONDITIONAL:TIMER,408130,42830,2,undefined,undefined,undefined,undefined,undefined,undefined
Random10,PresentAsync,3,1603133576,1603133636,1603133696,1603133924,1603133924,1603133876,280678,1731587,94154,245758,3,3,5,3,TIMER,TIMER:TIMER:CONDITIONAL:CONDITIONAL:TIMER,280678,119696,3,undefined,undefined,undefined,undefined,undefined,undefined
Random10,PresentAsyncCond,3,1603134044,1603134104,1603134164,1603134403,1603134403,1603134344,280678,1706247,106624,254504,3,3,5,3,TIMER,TIMER:TIMER:CONDITIONAL:CONDITIONAL:TIMER,280678,101851,3,undefined,undefined,undefined,undefined,undefined,undefined
Random10,FutureAsyncCond,0,1603134479,1603134539,1603134599,1603134657,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1719736,80989,237678,2,3,5,3,TIMER,TIMER:TIMER:CONDITIONAL:CONDITIONAL:TIMER,280678,22762,2,undefined,undefined,undefined,undefined,undefined,undefined
Random10,FutureAsync,0,1603134910,1603134970,1603135030,1603135084,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1806402,175323,188873,3,3,5,3,TIMER,TIMER:TIMER:CONDITIONAL:CONDITIONAL:TIMER,280678,100549,3,undefined,undefined,undefined,undefined,undefined,undefined
Random10,PastAsync,0,1603135365,1603135425,1603135485,1603135546,1603135606,1603135665,280678,1822011,100097,223506,3,3,5,3,TIMER,TIMER:TIMER:CONDITIONAL:CONDITIONAL:TIMER,280678,135162,3,undefined,undefined,undefined,undefined,undefined,undefined
Random10,PastAsyncCond,0,1603135796,1603135856,1603135916,1603135977,1603136037,1603136096,280678,1677476,107580,232292,3,3,5,3,TIMER,TIMER:TIMER:CONDITIONAL:CONDITIONAL:TIMER,280678,114370,3,undefined,undefined,undefined,undefined,undefined,undefined
Random10,PastSync,0,1603136236,1603136296,1603136356,1603136396,1603136474,1603136536,466709,1750068,88419,325638,2,3,5,3,TIMER,TIMER:TIMER:CONDITIONAL:CONDITIONAL:TIMER,466709,88419,2,undefined,undefined,undefined,undefined,undefined,undefined
Random10,PastSyncCond,0,1603136675,1603136735,1603136795,1603136838,1603136880,1603136975,552095,1616056,88419,323062,2,3,5,3,TIMER,TIMER:TIMER:CONDITIONAL:CONDITIONAL:TIMER,552095,88419,2,undefined,undefined,undefined,undefined,undefined,undefined
Random11,PresentSync,0,1603137128,1603137187,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,276262,1614059,42830,322996,2,5,5,4,EXPLICIT,EXPLICIT:TIMER:EXPLICIT:TIMER:CONDITIONAL,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random11,PresentSyncCond,0,1603137600,1603137660,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,408130,1588847,42830,325784,2,5,5,4,EXPLICIT,EXPLICIT:TIMER:EXPLICIT:TIMER:CONDITIONAL,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random11,PresentAsync,0,1603138043,1603138103,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1685051,119422,299624,3,5,5,4,EXPLICIT,EXPLICIT:TIMER:EXPLICIT:TIMER:CONDITIONAL,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random11,PresentAsyncCond,0,1603138497,1603138511,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1659775,117029,304009,3,5,5,4,EXPLICIT,EXPLICIT:TIMER:EXPLICIT:TIMER:CONDITIONAL,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random11,FutureAsyncCond,0,1603138983,1603139040,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1673264,22762,328140,2,5,5,4,EXPLICIT,EXPLICIT:TIMER:EXPLICIT:TIMER:CONDITIONAL,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random11,FutureAsync,0,1603139418,1603139462,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1759930,109998,298320,3,5,5,4,EXPLICIT,EXPLICIT:TIMER:EXPLICIT:TIMER:CONDITIONAL,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random11,PastAsync,0,1603139879,1603139929,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1775603,131760,275926,3,5,5,4,EXPLICIT,EXPLICIT:TIMER:EXPLICIT:TIMER:CONDITIONAL,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random11,PastAsyncCond,0,1603140352,1603140403,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1631004,129881,280331,3,5,5,4,EXPLICIT,EXPLICIT:TIMER:EXPLICIT:TIMER:CONDITIONAL,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random11,PastSync,0,1603140775,1603140831,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,466709,1703596,88419,328966,2,5,5,4,EXPLICIT,EXPLICIT:TIMER:EXPLICIT:TIMER:CONDITIONAL,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random11,PastSyncCond,0,1603141217,1603141254,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,552095,1569584,88419,335633,2,5,5,4,EXPLICIT,EXPLICIT:TIMER:EXPLICIT:TIMER:CONDITIONAL,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random12,PresentSync,1,1603141676,1603141736,1603141796,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,276262,1660467,42830,326092,2,5,5,0,TIMER,TIMER:EXPLICIT:CONDITIONAL:EXPLICIT:CONDITIONAL,276262,42830,2,undefined,undefined,undefined,undefined,undefined,undefined
Random12,PresentSyncCond,1,1603142124,1603142184,1603142216,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,408130,1635255,42830,331668,2,5,5,0,TIMER,TIMER:EXPLICIT:CONDITIONAL:EXPLICIT:CONDITIONAL,408130,42830,2,undefined,undefined,undefined,undefined,undefined,undefined
Random12,PresentAsync,1,1603142565,1603142625,1603142682,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1731523,119422,269779,3,5,5,0,TIMER,TIMER:EXPLICIT:CONDITIONAL:EXPLICIT:CONDITIONAL,280678,92708,3,undefined,undefined,undefined,undefined,undefined,undefined
Random12,PresentAsyncCond,1,1603143028,1603143088,1603143141,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1706183,106936,278537,3,5,5,0,TIMER,TIMER:EXPLICIT:CONDITIONAL:EXPLICIT:CONDITIONAL,280678,101577,3,undefined,undefined,undefined,undefined,undefined,undefined
Random12,FutureAsyncCond,0,1603143463,1603143523,1603143584,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1719672,22762,322492,2,5,5,0,TIMER,TIMER:EXPLICIT:CONDITIONAL:EXPLICIT:CONDITIONAL,280678,22762,2,undefined,undefined,undefined,undefined,undefined,undefined
Random12,FutureAsync,0,1603143905,1603143965,1603144004,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1806338,91923,274313,3,5,5,0,TIMER,TIMER:EXPLICIT:CONDITIONAL:EXPLICIT:CONDITIONAL,280678,104852,3,undefined,undefined,undefined,undefined,undefined,undefined
Random12,PastAsync,0,1603144413,1603144473,1603144526,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1822011,118581,247498,3,5,5,0,TIMER,TIMER:EXPLICIT:CONDITIONAL:EXPLICIT:CONDITIONAL,280678,110036,3,undefined,undefined,undefined,undefined,undefined,undefined
Random12,PastAsyncCond,0,1603144847,1603144907,1603144957,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1677412,116702,256295,3,5,5,0,TIMER,TIMER:EXPLICIT:CONDITIONAL:EXPLICIT:CONDITIONAL,280678,108154,3,undefined,undefined,undefined,undefined,undefined,undefined
Random12,PastSync,0,1603145329,1603145389,1603145435,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,466709,1750004,88419,328672,2,5,5,0,TIMER,TIMER:EXPLICIT:CONDITIONAL:EXPLICIT:CONDITIONAL,466709,88419,2,undefined,undefined,undefined,undefined,undefined,undefined
Random12,PastSyncCond,0,1603145815,1603145875,1603145928,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,552095,1615992,88419,342002,2,5,5,0,TIMER,TIMER:EXPLICIT:CONDITIONAL:EXPLICIT:CONDITIONAL,552095,88419,2,undefined,undefined,undefined,undefined,undefined,undefined
Random13,PresentSync,3,1603146259,1603146616,1603146616,1603146616,1603146499,1603146616,276262,1753283,42830,307385,2,3,5,3,CONDITIONAL,CONDITIONAL:CONDITIONAL:CONDITIONAL:TIMER:CONDITIONAL,276262,42830,2,276262,42830,2,276262,42830,2
Random13,PresentSyncCond,3,1603146699,1603147058,1603147058,1603147058,1603146939,1603147058,408130,1728071,42830,318537,2,3,5,3,CONDITIONAL,CONDITIONAL:CONDITIONAL:CONDITIONAL:TIMER:CONDITIONAL,408130,42830,2,408130,42830,2,408130,42830,2
Random13,PresentAsync,3,1603147129,1603147490,1603147490,1603147490,1603147369,1603147490,280678,1824275,92268,200044,3,3,5,3,CONDITIONAL,CONDITIONAL:CONDITIONAL:CONDITIONAL:TIMER:CONDITIONAL,280678,91810,3,280678,109603,3,280678,103661,3
Random13,PresentAsyncCond,3,1603147569,1603147909,1603147909,1603147909,1603147809,1603147909,280678,1798999,89286,213170,3,3,5,3,CONDITIONAL,CONDITIONAL:CONDITIONAL:CONDITIONAL:TIMER:CONDITIONAL,280678,107210,3,280678,88828,3,280678,100679,3
Random13,FutureAsyncCond,0,1603148011,1603148056,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1812488,70123,237284,2,3,5,3,CONDITIONAL,CONDITIONAL:CONDITIONAL:CONDITIONAL:TIMER:CONDITIONAL,280678,22762,2,280678,22762,2,280678,22762,2
Random13,FutureAsync,0,1603148447,1603148483,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1899090,154101,152929,3,3,5,3,CONDITIONAL,CONDITIONAL:CONDITIONAL:CONDITIONAL:TIMER:CONDITIONAL,280678,88784,3,280678,88483,3,280678,89085,3
Random13,PastAsync,0,1603148907,1603148968,1603149028,1603149088,1603149147,1603149208,280678,1914827,120602,181733,3,3,5,3,CONDITIONAL,CONDITIONAL:CONDITIONAL:CONDITIONAL:TIMER:CONDITIONAL,280678,96581,3,280678,112185,3,280678,97753,3
Random13,PastAsyncCond,0,1603149335,1603149395,1603149455,1603149515,1603149575,1603149635,280678,1770228,108038,194920,3,3,5,3,CONDITIONAL,CONDITIONAL:CONDITIONAL:CONDITIONAL:TIMER:CONDITIONAL,280678,90218,3,280678,90218,3,280678,113198,3
Random13,PastSync,0,1603149790,1603149843,1603149902,1603149962,1603150030,1603150080,466709,1842756,88419,344745,2,3,5,3,CONDITIONAL,CONDITIONAL:CONDITIONAL:CONDITIONAL:TIMER:CONDITIONAL,466709,88419,2,466709,88419,2,466709,88419,2
Random13,PastSyncCond,0,1603150255,1603150307,1603150367,1603150412,1603150495,1603150555,552095,1708744,88419,339597,2,3,5,3,CONDITIONAL,CONDITIONAL:CONDITIONAL:CONDITIONAL:TIMER:CONDITIONAL,552095,88419,2,552095,88419,2,552095,88419,2
